date,close
2015-01-01,1278.500000
2015-04-01,1182.400024
2015-05-01,1189.400024
2015-06-01,1171.500000
2015-07-01,1094.900024
2015-08-01,1131.599976
2015-09-01,1115.500000
2015-10-01,1141.500000
2015-12-01,1060.300049
2016-01-01,1116.400024
2016-02-01,1233.900024
2016-03-01,1234.199951
2016-04-01,1289.199951
2016-06-01,1318.400024
2016-07-01,1349.000000
2016-08-01,1306.900024
2016-09-01,1313.300049
2016-10-01,1271.500000
2016-11-01,1170.800049
2016-12-01,1150.000000
2017-02-01,1252.599976
2017-03-01,1247.300049
2017-04-01,1266.099976
2017-05-01,1272.000000
2017-06-01,1240.699951
2017-07-01,1266.599976
2017-08-01,1316.199951
2017-09-01,1281.500000
2017-11-01,1273.199951
2017-12-01,1306.300049
2018-01-01,1339.000000
2018-02-01,1315.500000
2018-03-01,1322.800049
2018-05-01,1300.099976
2018-06-01,1251.300049
2018-08-01,1200.300049
2018-09-01,1191.500000
2018-10-01,1212.300049
2018-11-01,1220.199951
2018-12-01,1278.300049
2019-01-01,1319.699951
2019-02-01,1312.800049
2019-03-01,1293.000000
2019-04-01,1282.800049
2019-05-01,1305.800049
2019-06-01,1409.699951
2019-07-01,1426.099976
2019-08-01,1519.099976
2019-10-01,1511.400024
2019-11-01,1465.599976
2020-01-01,1582.900024
2020-02-01,1564.099976
2020-04-01,1684.199951
2020-05-01,1736.900024
2020-06-01,1793.000000
2020-07-01,1962.800049
2020-08-01,1967.599976
2020-09-01,1887.500000
2020-10-01,1877.400024
2020-12-01,1893.099976
2021-01-01,1847.300049
2021-02-01,1728.099976
2021-03-01,1713.800049
2021-04-01,1767.300049
2021-05-01,1902.500000
2021-06-01,1770.800049
2021-07-01,1812.599976
2021-09-01,1755.300049
2021-10-01,1783.000000
2021-11-01,1773.599976
2021-12-01,1827.500000
2022-01-01,1795.000000
2022-02-01,1899.400024
2022-03-01,1949.199951
2022-04-01,1909.300049
2022-06-01,1804.099976
2022-07-01,1762.900024
2022-08-01,1712.800049
2022-09-01,1662.400024
2022-10-01,1635.900024
2022-11-01,1746.000000
2022-12-01,1819.699951
2023-02-01,1828.900024
2023-03-01,1969.000000
2023-04-01,1990.099976
2023-05-01,1963.900024
2023-06-01,1921.099976
2023-07-01,1970.500000
2023-08-01,1938.199951
2023-09-01,1848.099976
2023-11-01,2038.099976
2023-12-01,2062.399902
2024-01-01,2048.399902
2024-02-01,2045.699951
2024-03-01,2217.399902
2024-04-01,2291.399902
2024-05-01,2322.899902
2024-06-01,2327.699951
2024-07-01,2426.500000
2024-08-01,2493.800049
2024-10-01,2738.300049
2024-11-01,2657.000000
2025-01-01,2812.500000
2025-02-01,2836.800049
